Entity,COR,INC,PAR,SPU,MIS,IGN
"the basic positions",0,0,0,0,1,0
"the web",0,0,0,0,1,0
"the purpose",0,0,0,0,1,0
"the fallout",0,0,0,0,1,0
"medium-high heat",0,0,0,0,1,0
"this wind",0,0,0,0,1,0
"another topic",0,0,0,0,1,0
"strong winds and ocean swellS",0,0,0,0,1,0
"the germ",0,0,0,0,1,0
"a perfect destination for the adventurous and nature loving travelers",0,0,0,0,1,0
"a great community center",0,0,0,0,1,0
"your “ big project ”",0,0,0,0,1,0
"Socotra 's landscape",0,0,0,0,1,0
"a significant level",0,0,0,0,1,0
"The city 's name",0,0,0,0,1,0
"Personal appearance",0,0,0,0,1,0
"the public interest",0,0,0,0,1,0
"homeopathic drops",0,0,0,0,1,0
"every which way",0,0,0,0,1,0
"a looming project",0,0,0,0,1,0
"the food with medicine and the food without",0,0,0,0,1,0
"its creation",0,0,0,0,1,0
"bringing together in one home",0,0,0,0,1,0
"CC works",0,0,0,0,1,0
"our dynamic museum",0,0,0,0,1,0
"my writings",0,0,0,0,1,0
"stock",0,0,0,0,1,0
"its side",0,0,0,0,1,0
"a bitter flavor",0,0,0,0,1,0
"a unique flavor and smell",0,0,0,0,1,0
"a salad",0,0,0,0,1,0
"iodised salt",0,0,0,0,1,0
"flexibility",0,0,0,0,1,0
"standing water",0,0,0,0,1,0
"vermiculite",0,0,0,0,1,0
"a tremendous cross-section of genres and eras of pop culture",0,0,0,0,1,0
"snippets",0,0,0,0,1,0
"precedents of independent governors",0,0,0,0,1,0
"Yale",0,0,0,0,1,0
"recent analysis of its own web traffic statistics",0,0,0,0,1,0
"regulatory reform",0,0,0,0,1,0
"middle school",0,0,0,0,1,0
"process",0,0,0,0,1,0
"your country",0,0,0,0,1,0
"beautiful mountain views",0,0,0,0,1,0
"piled high with apartment buildings",0,0,0,0,1,0
"Smithsonian 's National Air and Space Museum",0,0,0,0,1,0
"this question",0,0,0,0,1,0
"the game",0,0,0,0,1,0
"a perfect view of the islands",0,0,0,0,1,0
"the level",0,0,0,0,1,0
"symptoms",0,0,0,0,1,0
"Ozone",0,0,0,0,1,0
"the main plaza",0,0,0,0,1,0
"if a cat is a good mouse hunter",0,0,0,0,1,0
"time-boxing",0,0,0,0,1,0
"Los Angeles , California",0,0,0,0,1,0
"the event website",0,0,0,0,1,0
"2 tablespoons",0,0,1,0,0,0
"various locations",0,0,0,0,1,0
"this technique the basis of training for all types of dance",0,0,0,0,1,0
"lies",0,0,0,0,1,0
"its heart rate",0,0,0,0,1,0
"a sour lime vodka",0,0,0,0,1,0
"baseball",0,0,0,0,1,0
"these elements of the freedom , and the imagination , and creation",0,0,0,0,1,0
"that the fields are "" clones "" produced asexually",0,0,0,0,1,0
"temples",0,0,0,0,1,0
"Classical Greece",0,0,0,0,1,0
"the renovation of many former industrial areas and the city 's coastline",0,0,0,0,1,0
"a seat",0,0,0,0,1,0
"vodka",0,0,0,0,1,0
"the spiritual",0,0,0,0,1,0
"liquor stores",0,0,0,0,1,0
"a sudden but temporary rush of success by the US team",0,0,0,0,1,0
"your thoughts",0,0,0,0,1,0
"The airport",0,0,0,0,1,0
"the pantry",0,0,0,0,1,0
"the mixture",0,0,0,0,1,0
"The area",0,0,0,0,1,0
"aerated concrete",0,0,0,0,1,0
"your patron deity",0,0,0,0,1,0
"structures",0,0,0,0,1,0
"helpful information",0,0,0,0,1,0
"an al dente bite",0,0,0,0,1,0
"their chairs",0,0,0,0,1,0
"their strength",0,0,0,0,1,0
"amazing diversity of its residents",0,0,0,0,1,0
"your positioning",0,0,0,0,1,0
"the city 's",0,0,0,0,1,0
"pseudoscience",0,0,0,0,1,0
"some places",0,0,0,0,1,0
"to start the seeds indoors",0,0,0,0,1,0
"a world-renowned art museum",0,0,0,0,1,0
"the U.S.",0,0,0,0,1,0
"pollution reduction",0,0,0,0,1,0
"disadvantages",0,0,0,0,1,0
"the ones",0,0,0,0,1,0
"the timing",0,0,0,0,1,0
"any reason why it should exist",0,0,0,0,1,0
"the avenue",0,0,0,0,1,0
"the POV of the rocket",0,0,0,0,1,0
"their party agenda",0,0,0,0,1,0
"America 's obsession with celebrity culture",0,0,0,0,1,0
"the middle of the field",0,0,0,0,1,0
"the grammar rules",0,0,0,0,1,0
"the data",0,0,0,0,1,0
"more and better questions about the anemones",0,0,0,0,1,0
"the Senator ’s last name",0,0,0,0,1,0
"your life",0,0,0,0,1,0
"the plains",0,0,0,0,1,0
"their tradition",0,0,0,0,1,0
"serious health problems",0,0,0,0,1,0
"we have an original take on those things",0,0,0,0,1,0
"grammar",0,0,0,0,1,0
"the quality of their friendships",0,0,0,0,1,0
"the issues",0,0,0,0,1,0
"coordination",0,0,0,0,1,0
"a condition",0,0,0,0,1,0
"T'ho",0,0,0,0,1,0
"your mind",0,0,0,0,1,0
"rules",0,0,0,0,1,0
"a story and headline",0,0,0,0,1,0
"the aftermath",0,0,0,0,1,0
"the city 's public transportation services",0,0,0,0,1,0
"steps",0,0,0,0,1,0
"your tasty creation",0,0,0,0,1,0
"the largest and how to website in the world",0,0,0,0,1,0
"home",0,0,0,0,1,0
"All or nothing",0,0,0,0,1,0
"the main island",0,0,0,0,1,0
"local traffic",0,0,0,0,1,0
"it still will contain lots of rainfall making flooding an almost certainty .",0,0,0,0,1,0
"beliefs",0,0,0,0,1,0
"permission",0,0,0,0,1,0
"strength",0,0,0,0,1,0
"more rational , efficient , decentralized transportation decision-making",0,0,0,0,1,0
"the other islands",0,0,0,0,1,0
"purple",0,0,0,0,1,0
"prolonged eye contact",0,0,0,0,1,0
"superb sandy beaches",0,0,0,0,1,0
"in June",0,0,0,0,1,0
"my academic and professional background",0,0,0,0,1,0
"the emblem",0,0,0,0,1,0
"the rest of it",0,0,0,0,1,0
"a blog post",0,0,0,0,1,0
"example",0,0,0,0,1,0
"land bridge",0,0,0,0,1,0
"a pleasant time",0,0,0,0,1,0
"a penalty",0,0,0,0,1,0
"novelty",0,0,0,0,1,0
"a military air base before the revolution",0,0,0,0,1,0
"their limited , narrow life experiences",0,0,0,0,1,0
"the praise of some ideologized supporters",0,0,0,0,1,0
"one or more donations",0,0,0,0,1,0
"the lights",0,0,0,0,1,0
"the expanded areas",0,0,0,0,1,0
"location",0,0,0,0,1,0
"the differing customs of foreigners",0,0,0,0,1,0
"the "" procrastination zone",0,0,0,0,1,0
"major streets",0,0,0,0,1,0
"the freedom in mathematics",0,0,0,0,1,0
"most budgets",0,0,0,0,1,0
"public choice",0,0,0,0,1,0
"the quality",0,0,0,0,1,0
"a topic or person",0,0,0,0,1,0
"240,000 square meter",0,0,1,0,0,0
"an engaging , genuine conversation",0,0,0,0,1,0
"an understanding in the room",0,0,0,0,1,0
"Fort Lee 's Public School 4",0,0,0,0,1,0
"old public domain works",0,0,0,0,1,0
"several ideas",0,0,0,0,1,0
"more medicine",0,0,0,0,1,0
"the game rules",0,0,0,0,1,0
"Open-air markets",0,0,0,0,1,0
"his leadership",0,0,0,0,1,0
"a more humane and enjoyable place to work",0,0,0,0,1,0
"malls",0,0,0,0,1,0
"Climate change",0,0,0,0,1,0
"this tax",0,0,0,0,1,0
"peppermint",0,0,0,0,1,0
"The tag",0,0,0,0,1,0
"all needed materials",0,0,0,0,1,0
"all the press reports",0,0,0,0,1,0
"vegetable stock",0,0,0,0,1,0
"messages on Twitter",0,0,0,0,1,0
"both of which",0,0,0,0,1,0
"your own words",0,0,0,0,1,0
"mishandling",0,0,0,0,1,0
"existing alphabets and words",0,0,0,0,1,0
*TOTAL*,12,1,41,4,5836,0
